Cod.Programa,Nombre Programa,Asignatura,Nombre Asignatura,Cod.Asig. Prerreq.,Nombre Asignatura Prerreq.
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310018.0,ALGEBRA ABSTRACTA Y CODIFICACION,11310030.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310018.0,ALGEBRA ABSTRACTA Y CODIFICACION,73210003.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310018.0,ALGEBRA ABSTRACTA Y CODIFICACION,73210043.0,CALCULO II
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310018.0,ALGEBRA ABSTRACTA Y CODIFICACION,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310020.0,TOPOLOGIA,11310010.0,ANALISIS REAL
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310020.0,TOPOLOGIA,11310010.0,ANALISIS REAL
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310021.0,ANALISIS NUMERICO Y COMPUTACION CIENTIFICA,11310005.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310021.0,ANALISIS NUMERICO Y COMPUTACION CIENTIFICA,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310021.0,ANALISIS NUMERICO Y COMPUTACION CIENTIFICA,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310021.0,ANALISIS NUMERICO Y COMPUTACION CIENTIFICA,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310021.0,ANALISIS NUMERICO Y COMPUTACION CIENTIFICA,11310030.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310021.0,ANALISIS NUMERICO Y COMPUTACION CIENTIFICA,11310034.0,ECUACIONES DIFERENCIALES
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310021.0,ANALISIS NUMERICO Y COMPUTACION CIENTIFICA,11310034.0,ECUACIONES DIFERENCIALES
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310021.0,ANALISIS NUMERICO Y COMPUTACION CIENTIFICA,11310008.0,ECUACIONES DIFERENCIALES
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310021.0,ANALISIS NUMERICO Y COMPUTACION CIENTIFICA,11310030.0,ALGEBRA LINEAL
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310021.0,ANALISIS NUMERICO Y COMPUTACION CIENTIFICA,11310034.0,ECUACIONES DIFERENCIALES
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310022.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL 1,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310022.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL 1,11310012.0,OPTIMIZACION
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310022.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL 1,11310014.0,TEORIA DE GRAFOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310022.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL 1,11310009.0,PROBABILIDAD
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310022.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL 1,11310033.0,PROBABILIDAD Y ESTADISTICA 2
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310022.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL 1,11310020.0,TOPOLOGIA
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310029.0,CAPSTONE PROJECT,11310012.0,OPTIMIZACION
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310029.0,CAPSTONE PROJECT,11310028.0,SEMINARIO DE GRADO
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310029.0,CAPSTONE PROJECT,11310028.0,SEMINARIO DE GRADO
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310029.0,CAPSTONE PROJECT,11310040.0,MODELING OF DYNAMICAL SYSTEMS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310029.0,CAPSTONE PROJECT,11310040.0,MODELING OF DYNAMICAL SYSTEMS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310029.0,CAPSTONE PROJECT,11310041.0,KEYSTONE PROJECT
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310029.0,CAPSTONE PROJECT,11310041.0,KEYSTONE PROJECT
IET1,INGENIERIA ELECTRONICA,11310029.0,CAPSTONE PROJECT,11310041.0,KEYSTONE PROJECT
IIN1,INGENIERIA INDUSTRIAL,11310029.0,CAPSTONE PROJECT,11310041.0,KEYSTONE PROJECT
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310029.0,CAPSTONE PROJECT,11310041.0,KEYSTONE PROJECT
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310029.0,CAPSTONE PROJECT,11320008.0,MATHEMATICAL MODELLING OF SYSTEMS IN NATURAL SCIENCES
IIN1,INGENIERIA INDUSTRIAL,11310029.0,CAPSTONE PROJECT,32510005.0,FINANZAS
IIN1,INGENIERIA INDUSTRIAL,11310029.0,CAPSTONE PROJECT,32510006.0,SIMULACION
IET1,INGENIERIA ELECTRONICA,11310029.0,CAPSTONE PROJECT,32610005.0,CONTROL
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310029.0,CAPSTONE PROJECT,32710007.0,ANALISIS DE SISTEMAS DE POTENCIA
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310029.0,CAPSTONE PROJECT,11310022.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL 1
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310029.0,CAPSTONE PROJECT,11310053.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL
IET1,INGENIERIA ELECTRONICA,11310029.0,CAPSTONE PROJECT,32610006.0,SISTEMAS EMBEBIDOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310029.0,CAPSTONE PROJECT,11310028.0,SEMINARIO DE GRADO
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310030.0,ALGEBRA LINEAL,11310003.0,CALCULO 1
IIN1,INGENIERIA INDUSTRIAL,11310030.0,ALGEBRA LINEAL,11310003.0,CALCULO 1
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310030.0,ALGEBRA LINEAL,11310003.0,CALCULO 1
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310030.0,ALGEBRA LINEAL,11310003.0,CALCULO 1
IET1,INGENIERIA ELECTRONICA,11310030.0,ALGEBRA LINEAL,11310003.0,CALCULO 1
IIN1,INGENIERIA INDUSTRIAL,11310031.0,PROBABILIDAD Y ESTADISTICA 1,11310004.0,CALCULO 2
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310031.0,PROBABILIDAD Y ESTADISTICA 1,11310004.0,CALCULO 2
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310031.0,PROBABILIDAD Y ESTADISTICA 1,11310004.0,CALCULO 2
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310031.0,PROBABILIDAD Y ESTADISTICA 1,11310004.0,CALCULO 2
IET1,INGENIERIA ELECTRONICA,11310031.0,PROBABILIDAD Y ESTADISTICA 1,11310004.0,CALCULO 2
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310031.0,PROBABILIDAD Y ESTADISTICA 1,11310004.0,CALCULO 2
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310032.0,CORNERSTONE PROJECT,11310002.0,PROGRAMACION DE COMPUTADORES
IET1,INGENIERIA ELECTRONICA,11310032.0,CORNERSTONE PROJECT,11310002.0,PROGRAMACION DE COMPUTADORES
IIN1,INGENIERIA INDUSTRIAL,11310032.0,CORNERSTONE PROJECT,11310002.0,PROGRAMACION DE COMPUTADORES
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310032.0,CORNERSTONE PROJECT,11310003.0,CALCULO 1
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310032.0,CORNERSTONE PROJECT,11310003.0,CALCULO 1
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310032.0,CORNERSTONE PROJECT,11310003.0,CALCULO 1
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310032.0,CORNERSTONE PROJECT,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310032.0,CORNERSTONE PROJECT,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310032.0,CORNERSTONE PROJECT,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310032.0,CORNERSTONE PROJECT,11310011.0,FUNDAMENTOS DE SISTEMAS DIGITALES
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310032.0,CORNERSTONE PROJECT,11310011.0,FUNDAMENTOS DE SISTEMAS DIGITALES
IET1,INGENIERIA ELECTRONICA,11310032.0,CORNERSTONE PROJECT,11310011.0,FUNDAMENTOS DE SISTEMAS DIGITALES
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310032.0,CORNERSTONE PROJECT,11310035.0,LOGICA PARA CIENCIAS DE LA COMPUTACION
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310032.0,CORNERSTONE PROJECT,11310035.0,LOGICA PARA CIENCIAS DE LA COMPUTACION
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310032.0,CORNERSTONE PROJECT,11320001.0,LOGICA PARA CIENCIAS DE LA COMPUTACION
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310032.0,CORNERSTONE PROJECT,32510001.0,FOUNDATION PROJECT
IET1,INGENIERIA ELECTRONICA,11310032.0,CORNERSTONE PROJECT,32510001.0,FOUNDATION PROJECT
IIN1,INGENIERIA INDUSTRIAL,11310032.0,CORNERSTONE PROJECT,32510001.0,FOUNDATION PROJECT
IIN1,INGENIERIA INDUSTRIAL,11310032.0,CORNERSTONE PROJECT,32510002.0,CONTABILIDAD Y MATEMATICAS FINANCIERAS
IIN1,INGENIERIA INDUSTRIAL,11310032.0,CORNERSTONE PROJECT,32510003.0,SISTEMAS DE PRODUCCION Y SERVICIOS
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310032.0,CORNERSTONE PROJECT,32610001.0,FUNDAMENTOS DE CIRCUITOS
IET1,INGENIERIA ELECTRONICA,11310032.0,CORNERSTONE PROJECT,32610001.0,FUNDAMENTOS DE CIRCUITOS
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310032.0,CORNERSTONE PROJECT,32710001.0,ENERGIA Y MEDIO AMBIENTE
IIN1,INGENIERIA INDUSTRIAL,11310033.0,PROBABILIDAD Y ESTADISTICA 2,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310033.0,PROBABILIDAD Y ESTADISTICA 2,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310033.0,PROBABILIDAD Y ESTADISTICA 2,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310034.0,ECUACIONES DIFERENCIALES,11310005.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310034.0,ECUACIONES DIFERENCIALES,11310030.0,ALGEBRA LINEAL
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310034.0,ECUACIONES DIFERENCIALES,11310030.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310034.0,ECUACIONES DIFERENCIALES,11310036.0,CALCULO 3
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310034.0,ECUACIONES DIFERENCIALES,11310036.0,CALCULO 3
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310034.0,ECUACIONES DIFERENCIALES,11320003.0,CALCULO 3
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310035.0,LOGICA PARA CIENCIAS DE LA COMPUTACION,11310001.0,"LOGICA, TEORIA DE NUMEROS Y CONJUNTOS"
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310035.0,LOGICA PARA CIENCIAS DE LA COMPUTACION,11310001.0,"LOGICA, TEORIA DE NUMEROS Y CONJUNTOS"
IIN1,INGENIERIA INDUSTRIAL,11310036.0,CALCULO 3,11310004.0,CALCULO 2
IET1,INGENIERIA ELECTRONICA,11310036.0,CALCULO 3,11310004.0,CALCULO 2
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310036.0,CALCULO 3,11310004.0,CALCULO 2
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310036.0,CALCULO 3,11310004.0,CALCULO 2
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310036.0,CALCULO 3,11310004.0,CALCULO 2
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310037.0,ESTADISTICA,11310009.0,PROBABILIDAD
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310038.0,VARIABLE COMPLEJA,11310036.0,CALCULO 3
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310038.0,VARIABLE COMPLEJA,11310036.0,CALCULO 3
IET1,INGENIERIA ELECTRONICA,11310038.0,VARIABLE COMPLEJA,11310036.0,CALCULO 3
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310039.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL 2,11310022.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL 1
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310040.0,MODELING OF DYNAMICAL SYSTEMS,11310005.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310040.0,MODELING OF DYNAMICAL SYSTEMS,11310034.0,ECUACIONES DIFERENCIALES
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310040.0,MODELING OF DYNAMICAL SYSTEMS,11310008.0,ECUACIONES DIFERENCIALES
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310040.0,MODELING OF DYNAMICAL SYSTEMS,11310034.0,ECUACIONES DIFERENCIALES
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310004.0,CALCULO 2
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310004.0,CALCULO 2
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310012.0,OPTIMIZACION
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310041.0,KEYSTONE PROJECT,11310012.0,OPTIMIZACION
IIN1,INGENIERIA INDUSTRIAL,11310041.0,KEYSTONE PROJECT,11310012.0,OPTIMIZACION
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310012.0,OPTIMIZACION
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310012.0,OPTIMIZACION
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310014.0,TEORIA DE GRAFOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310014.0,TEORIA DE GRAFOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310014.0,TEORIA DE GRAFOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310017.0,INGENIERIA DE DATOS
IIN1,INGENIERIA INDUSTRIAL,11310041.0,KEYSTONE PROJECT,11310017.0,INGENIERIA DE DATOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310017.0,INGENIERIA DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310017.0,INGENIERIA DE DATOS
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310041.0,KEYSTONE PROJECT,11310032.0,CORNERSTONE PROJECT
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310032.0,CORNERSTONE PROJECT
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310032.0,CORNERSTONE PROJECT
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310032.0,CORNERSTONE PROJECT
IIN1,INGENIERIA INDUSTRIAL,11310041.0,KEYSTONE PROJECT,11310032.0,CORNERSTONE PROJECT
IET1,INGENIERIA ELECTRONICA,11310041.0,KEYSTONE PROJECT,11310032.0,CORNERSTONE PROJECT
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310033.0,PROBABILIDAD Y ESTADISTICA 2
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11310033.0,PROBABILIDAD Y ESTADISTICA 2
IET1,INGENIERIA ELECTRONICA,11310041.0,KEYSTONE PROJECT,11310052.0,REDES DE COMPUTADORES
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310041.0,KEYSTONE PROJECT,11320006.0,PROBABILIDAD Y ESTADISTICA 2
IET1,INGENIERIA ELECTRONICA,11310041.0,KEYSTONE PROJECT,32610002.0,FUNDAMENTOS DE ELECTRONICA ANALOGA
IET1,INGENIERIA ELECTRONICA,11310041.0,KEYSTONE PROJECT,32610003.0,DISENO DE SISTEMAS DIGITALES
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310041.0,KEYSTONE PROJECT,32710003.0,FUNDAMENTOS DE ENERGIAS RENOVABLES
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310046.0,ELECTIVA DESARROLLO WEB,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310046.0,ELECTIVA DESARROLLO WEB,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310047.0,ELECTIVA HACKING ETICO,11310017.0,INGENIERIA DE DATOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310047.0,ELECTIVA HACKING ETICO,11310017.0,INGENIERIA DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310049.0,CIBERSEGURIDAD,11310017.0,INGENIERIA DE DATOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310049.0,CIBERSEGURIDAD,11310017.0,INGENIERIA DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310050.0,"COMPUTACION PARALELA, CONCURRENTE Y DISTRIBUIDA",11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310050.0,"COMPUTACION PARALELA, CONCURRENTE Y DISTRIBUIDA",11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
IET1,INGENIERIA ELECTRONICA,11310051.0,PROCESAMIENTO DE SENALES,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310051.0,PROCESAMIENTO DE SENALES,11310038.0,VARIABLE COMPLEJA
IET1,INGENIERIA ELECTRONICA,11310051.0,PROCESAMIENTO DE SENALES,11310038.0,VARIABLE COMPLEJA
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310051.0,PROCESAMIENTO DE SENALES,11310038.0,VARIABLE COMPLEJA
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310051.0,PROCESAMIENTO DE SENALES,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310051.0,PROCESAMIENTO DE SENALES,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310051.0,PROCESAMIENTO DE SENALES,11310037.0,ESTADISTICA
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310051.0,PROCESAMIENTO DE SENALES,11310037.0,ESTADISTICA
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310052.0,REDES DE COMPUTADORES,11310002.0,PROGRAMACION DE COMPUTADORES
IET1,INGENIERIA ELECTRONICA,11310052.0,REDES DE COMPUTADORES,11310002.0,PROGRAMACION DE COMPUTADORES
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310052.0,REDES DE COMPUTADORES,11310002.0,PROGRAMACION DE COMPUTADORES
IET1,INGENIERIA ELECTRONICA,11310052.0,REDES DE COMPUTADORES,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310052.0,REDES DE COMPUTADORES,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310053.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310053.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310053.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL,11310012.0,OPTIMIZACION
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310053.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL,11310012.0,OPTIMIZACION
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310053.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL,11310014.0,TEORIA DE GRAFOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310053.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL,11310014.0,TEORIA DE GRAFOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310053.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL,11310033.0,PROBABILIDAD Y ESTADISTICA 2
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310053.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL,11310033.0,PROBABILIDAD Y ESTADISTICA 2
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310053.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL,11310020.0,TOPOLOGIA
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310053.0,GEOMETRIA COMPUTACIONAL Y DIFERENCIAL,11310020.0,TOPOLOGIA
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310054.0,TRABAJO DE GRADO 1,11310028.0,SEMINARIO DE GRADO
IET1,INGENIERIA ELECTRONICA,11310054.0,TRABAJO DE GRADO 1,11310028.0,SEMINARIO DE GRADO
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310054.0,TRABAJO DE GRADO 1,11310028.0,SEMINARIO DE GRADO
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310054.0,TRABAJO DE GRADO 1,11310028.0,SEMINARIO DE GRADO
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310054.0,TRABAJO DE GRADO 1,11310028.0,SEMINARIO DE GRADO
IIN1,INGENIERIA INDUSTRIAL,11310054.0,TRABAJO DE GRADO 1,11310028.0,SEMINARIO DE GRADO
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310055.0,TRABAJO DE GRADO 2,11310028.0,SEMINARIO DE GRADO
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310055.0,TRABAJO DE GRADO 2,11310054.0,TRABAJO DE GRADO 1
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310055.0,TRABAJO DE GRADO 2,11310054.0,TRABAJO DE GRADO 1
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310055.0,TRABAJO DE GRADO 2,11310054.0,TRABAJO DE GRADO 1
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310055.0,TRABAJO DE GRADO 2,11310054.0,TRABAJO DE GRADO 1
IET1,INGENIERIA ELECTRONICA,11310055.0,TRABAJO DE GRADO 2,11310054.0,TRABAJO DE GRADO 1
IIN1,INGENIERIA INDUSTRIAL,11310055.0,TRABAJO DE GRADO 2,11310054.0,TRABAJO DE GRADO 1
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310057.0,PASANTIA,11310028.0,SEMINARIO DE GRADO
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310057.0,PASANTIA,11310028.0,SEMINARIO DE GRADO
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310057.0,PASANTIA,11310028.0,SEMINARIO DE GRADO
